-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 08/01/2023 through 07/31/2025 in UTC
Location: Latitude  52.3663   Longitude 17.6152 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 99.06 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
PS        MERRA-2 Surface Pressure (kPa) 
WSC       MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Crop: 20-m broadleaf-deciduous trees (10%) & wheat (vegtype_12) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M,T2M,PS,WSC
2024,6,25,22,6.76,106.3,17.18,100.59,5.04
2024,6,25,23,6.96,111.6,16.74,100.57,5.19
2024,6,26,0,7.03,117.7,16.29,100.56,5.24
2024,6,26,1,7.02,124.1,15.84,100.56,5.24
2024,6,26,2,6.92,129.2,15.45,100.56,5.16
2024,6,26,3,6.31,130.2,16.59,100.57,4.71
2024,6,26,4,4.64,123.7,18.08,100.56,3.46
2024,6,26,5,3.92,113.4,19.91,100.53,2.92
2024,6,26,6,5.88,123.9,22.58,100.51,4.39
2024,6,26,7,6.41,121.9,23.84,100.48,4.78
2024,6,26,8,6.66,122.1,24.87,100.44,4.97
2024,6,26,9,6.66,124.4,25.87,100.41,4.97
2024,6,26,10,6.38,127.0,26.79,100.37,4.76
2024,6,26,11,5.88,128.4,27.57,100.32,4.39
2024,6,26,12,5.37,128.3,28.11,100.26,4.01
2024,6,26,13,4.92,127.6,28.41,100.2,3.67
2024,6,26,14,4.62,126.5,28.59,100.14,3.45
2024,6,26,15,4.47,123.4,28.4,100.09,3.33
2024,6,26,16,4.57,115.6,27.7,100.06,3.41
2024,6,26,17,4.98,107.3,26.28,100.05,3.71
2024,6,26,18,6.02,103.3,23.91,100.05,4.49
2024,6,26,19,7.16,107.4,22.43,100.06,5.34
2024,6,26,20,7.75,114.4,21.89,100.06,5.78
2024,6,26,21,7.8,122.9,21.39,100.04,5.82
2024,6,26,22,7.52,129.4,20.9,100.03,5.61
2024,6,26,23,7.22,132.2,20.34,100.02,5.39
2024,6,27,0,7.08,132.7,19.81,100.01,5.28
2024,6,27,1,6.98,130.8,19.38,100.0,5.21
2024,6,27,2,6.92,127.5,19.1,100.01,5.16
2024,6,27,3,6.48,123.4,19.8,100.01,4.83
2024,6,27,4,5.13,116.9,20.68,100.01,3.83
2024,6,27,5,4.45,110.9,22.19,100.0,3.32
2024,6,27,6,5.44,116.0,24.4,99.99,4.06
2024,6,27,7,6.03,116.9,25.64,99.97,4.5
2024,6,27,8,6.2,119.5,26.23,99.95,4.62
2024,6,27,9,6.13,123.8,26.59,99.94,4.57
2024,6,27,10,5.99,131.0,26.94,99.92,4.47
2024,6,27,11,5.64,140.5,26.92,99.92,4.21
2024,6,27,12,5.09,150.9,26.79,99.91,3.8
2024,6,27,13,4.63,161.4,26.59,99.9,3.45
2024,6,27,14,4.15,172.0,26.37,99.89,3.1
2024,6,27,15,3.72,181.8,25.93,99.89,2.77
2024,6,27,16,3.87,188.6,25.12,99.89,2.89
2024,6,27,17,4.36,187.1,23.99,99.9,3.25
2024,6,27,18,5.07,182.0,22.94,99.91,3.78
2024,6,27,19,5.98,176.6,22.2,99.93,4.46
2024,6,27,20,6.8,172.3,21.82,99.93,5.07
2024,6,27,21,7.09,169.5,21.41,99.94,5.29
2024,6,27,22,6.7,168.6,20.85,99.93,5.0
2024,6,27,23,6.19,168.6,20.33,99.93,4.62
2024,6,28,0,5.78,168.7,19.87,99.92,4.31
2024,6,28,1,5.58,167.6,19.49,99.91,4.16
2024,6,28,2,5.67,166.1,19.15,99.9,4.23
2024,6,28,3,5.59,164.0,19.74,99.9,4.17
2024,6,28,4,4.75,161.6,20.55,99.91,3.54
2024,6,28,5,4.35,170.3,21.91,99.94,3.24
2024,6,28,6,4.44,179.2,23.57,99.95,3.31
2024,6,28,7,4.58,190.2,25.25,99.96,3.42
2024,6,28,8,4.68,201.2,26.34,99.96,3.49
2024,6,28,9,4.83,210.9,26.97,99.96,3.6
2024,6,28,10,4.99,219.1,26.77,99.98,3.72
2024,6,28,11,5.0,225.4,26.42,99.99,3.73
2024,6,28,12,4.83,228.4,26.27,100.01,3.6
2024,6,28,13,4.52,229.6,26.26,100.03,3.37
2024,6,28,14,4.27,232.3,26.33,100.04,3.18
2024,6,28,15,4.06,239.5,26.01,100.06,3.03
2024,6,28,16,3.67,245.7,25.35,100.08,2.74
2024,6,28,17,3.44,250.8,24.86,100.11,2.57
2024,6,28,18,3.96,266.2,23.32,100.16,2.95
2024,6,28,19,5.58,292.0,22.27,100.23,4.16
2024,6,28,20,6.87,311.2,21.68,100.3,5.12
2024,6,28,21,7.23,328.0,20.8,100.39,5.39
2024,6,28,22,7.3,345.9,19.88,100.48,5.44
2024,6,28,23,6.8,2.7,18.47,100.54,5.07
2024,6,29,0,5.86,17.1,17.0,100.57,4.37
2024,6,29,1,5.31,30.1,15.86,100.6,3.96
2024,6,29,2,5.05,40.1,15.0,100.64,3.77
2024,6,29,3,4.49,47.9,15.74,100.69,3.35
2024,6,29,4,3.28,58.8,16.81,100.73,2.45
2024,6,29,5,3.49,70.4,18.94,100.74,2.6
2024,6,29,6,2.92,84.9,21.06,100.76,2.18
2024,6,29,7,1.92,115.6,22.82,100.76,1.43
2024,6,29,8,1.82,158.1,24.19,100.75,1.36
2024,6,29,9,2.02,180.0,25.27,100.72,1.51
2024,6,29,10,2.1,187.9,26.12,100.68,1.57
2024,6,29,11,2.19,184.2,26.76,100.62,1.63
2024,6,29,12,2.3,170.3,27.22,100.54,1.72
2024,6,29,13,2.44,157.1,27.5,100.47,1.82
2024,6,29,14,2.56,144.2,27.57,100.4,1.91
2024,6,29,15,3.02,128.0,27.45,100.34,2.25
2024,6,29,16,4.2,110.8,26.86,100.28,3.13
2024,6,29,17,6.27,98.5,25.32,100.22,4.68
2024,6,29,18,8.35,98.9,23.56,100.18,6.23
2024,6,29,19,9.16,106.1,22.64,100.17,6.83
2024,6,29,20,9.29,115.5,22.23,100.15,6.93
2024,6,29,21,9.34,126.1,22.07,100.09,6.97
2024,6,29,22,9.38,135.0,21.83,100.01,7.0
2024,6,29,23,8.73,135.9,21.35,99.95,6.51
2024,6,30,0,8.49,136.1,20.83,99.9,6.33
2024,6,30,1,8.74,136.8,20.4,99.82,6.52
2024,6,30,2,9.01,138.1,20.07,99.75,6.72
2024,6,30,3,8.66,139.8,20.08,99.72,6.46
2024,6,30,4,7.83,135.0,20.61,99.69,5.84
2024,6,30,5,7.97,129.5,22.06,99.62,5.94
2024,6,30,6,8.84,134.9,24.59,99.51,6.59
2024,6,30,7,11.09,151.2,27.27,99.4,8.27
2024,6,30,8,12.58,162.5,28.58,99.31,9.38
2024,6,30,9,12.55,175.6,29.42,99.26,9.36
2024,6,30,10,10.26,191.0,29.69,99.22,7.65
2024,6,30,11,8.2,206.8,29.87,99.18,6.12
2024,6,30,12,8.09,220.5,30.15,99.17,6.03
2024,6,30,13,8.08,230.4,30.07,99.17,6.03
2024,6,30,14,7.97,235.8,30.03,99.17,5.94
2024,6,30,15,7.83,245.1,28.72,99.19,5.84
2024,6,30,16,8.04,259.7,26.07,99.25,6.0
2024,6,30,17,6.95,271.8,23.98,99.32,5.18
2024,6,30,18,4.43,278.7,22.88,99.33,3.3
2024,6,30,19,3.24,279.1,21.69,99.29,2.42
2024,6,30,20,4.46,275.5,20.99,99.28,3.33
2024,6,30,21,6.0,274.8,20.48,99.28,4.48
2024,6,30,22,6.3,265.6,20.05,99.39,4.7
2024,6,30,23,7.34,272.8,19.48,99.46,5.47
2024,7,1,0,8.05,288.4,18.42,99.48,6.0
2024,7,1,1,8.27,298.5,17.17,99.53,6.17
2024,7,1,2,7.73,301.7,16.17,99.59,5.77
2024,7,1,3,7.19,301.5,15.84,99.67,5.36
2024,7,1,4,7.07,306.3,16.31,99.75,5.27
2024,7,1,5,6.58,311.7,17.26,99.8,4.91
2024,7,1,6,5.76,312.1,18.74,99.85,4.3
2024,7,1,7,5.0,310.4,20.26,99.87,3.73
2024,7,1,8,4.22,306.8,20.96,99.87,3.15
2024,7,1,9,3.4,300.2,21.82,99.86,2.54
2024,7,1,10,2.72,288.0,22.62,99.82,2.03
2024,7,1,11,2.58,264.0,23.35,99.78,1.92
2024,7,1,12,3.07,244.9,23.7,99.76,2.29
2024,7,1,13,3.7,235.2,23.53,99.75,2.76
2024,7,1,14,3.88,232.0,22.81,99.71,2.89
2024,7,1,15,3.86,227.2,22.16,99.69,2.88
2024,7,1,16,3.8,227.7,21.51,99.67,2.83
2024,7,1,17,3.82,233.7,20.68,99.66,2.85
2024,7,1,18,4.34,240.6,19.4,99.66,3.24
2024,7,1,19,5.29,247.7,18.17,99.65,3.95
2024,7,1,20,6.04,251.4,17.39,99.64,4.5
2024,7,1,21,6.31,251.3,16.64,99.63,4.71
2024,7,1,22,6.43,252.8,16.11,99.62,4.8
2024,7,1,23,6.5,255.7,15.66,99.6,4.85
2024,7,2,0,6.76,263.1,15.28,99.59,5.04
2024,7,2,1,7.26,271.5,14.99,99.61,5.41
2024,7,2,2,8.18,282.2,14.33,99.65,6.1
2024,7,2,3,8.18,286.9,13.88,99.69,6.1
2024,7,2,4,8.79,292.3,14.14,99.73,6.56
2024,7,2,5,8.88,296.8,15.07,99.74,6.62
2024,7,2,6,8.84,298.9,16.35,99.72,6.59
2024,7,2,7,8.99,299.1,17.2,99.72,6.71
2024,7,2,8,8.84,297.7,17.63,99.71,6.59
2024,7,2,9,8.31,295.8,18.05,99.71,6.2
2024,7,2,10,7.82,292.1,18.69,99.7,5.83
2024,7,2,11,7.56,287.0,19.25,99.68,5.64
2024,7,2,12,7.3,281.4,19.39,99.67,5.44
2024,7,2,13,7.12,275.7,19.36,99.65,5.31
2024,7,2,14,6.96,269.3,19.49,99.63,5.19
2024,7,2,15,7.09,265.6,19.51,99.59,5.29
2024,7,2,16,7.23,264.2,19.07,99.55,5.39
2024,7,2,17,6.9,262.3,18.17,99.54,5.15
2024,7,2,18,6.81,257.7,16.85,99.54,5.08
2024,7,2,19,6.96,253.2,15.56,99.57,5.19
2024,7,2,20,6.92,250.2,14.88,99.57,5.16
2024,7,2,21,6.92,248.1,14.4,99.56,5.16
2024,7,2,22,7.33,250.6,14.38,99.53,5.47
2024,7,2,23,7.21,253.5,14.38,99.5,5.38
2024,7,3,0,6.76,252.4,14.32,99.47,5.04
2024,7,3,1,6.64,255.4,14.13,99.45,4.95
2024,7,3,2,6.45,258.6,13.87,99.46,4.81
2024,7,3,3,6.0,263.4,14.31,99.49,4.48
2024,7,3,4,6.23,275.2,14.87,99.53,4.65
2024,7,3,5,6.61,281.1,15.41,99.57,4.93
2024,7,3,6,6.85,278.1,16.35,99.59,5.11
2024,7,3,7,7.04,274.0,17.41,99.6,5.25
2024,7,3,8,7.05,272.2,18.28,99.58,5.26
2024,7,3,9,6.87,271.9,18.85,99.56,5.12
2024,7,3,10,6.57,271.6,19.36,99.56,4.9
2024,7,3,11,6.27,272.6,19.71,99.56,4.68
2024,7,3,12,5.89,274.1,20.06,99.55,4.39
2024,7,3,13,5.41,275.5,20.34,99.55,4.04
2024,7,3,14,4.88,276.7,20.27,99.53,3.64
2024,7,3,15,4.38,278.7,19.76,99.52,3.27
2024,7,3,16,3.82,282.4,19.04,99.52,2.85
2024,7,3,17,3.23,284.9,18.29,99.54,2.41
2024,7,3,18,2.58,286.5,16.74,99.58,1.92
2024,7,3,19,1.81,282.4,15.97,99.61,1.35
2024,7,3,20,1.24,263.0,15.52,99.62,0.92
2024,7,3,21,1.15,234.2,15.03,99.62,0.86
2024,7,3,22,1.43,213.6,14.33,99.62,1.07
2024,7,3,23,1.99,199.7,13.34,99.62,1.48
2024,7,4,0,2.73,193.1,12.26,99.61,2.04
2024,7,4,1,3.48,191.6,11.34,99.61,2.6
2024,7,4,2,4.06,190.1,10.72,99.6,3.03
2024,7,4,3,4.5,190.2,12.08,99.6,3.36
2024,7,4,4,3.96,194.9,13.81,99.61,2.95
2024,7,4,5,3.68,205.6,15.02,99.61,2.74
2024,7,4,6,4.09,214.3,15.78,99.63,3.05
2024,7,4,7,4.5,214.4,16.12,99.63,3.36
2024,7,4,8,4.92,210.8,16.68,99.62,3.67
2024,7,4,9,5.55,207.7,17.54,99.58,4.14
2024,7,4,10,6.24,210.4,18.68,99.54,4.65
2024,7,4,11,6.63,218.4,19.32,99.5,4.95
2024,7,4,12,6.81,226.4,20.01,99.46,5.08
2024,7,4,13,6.87,230.8,20.52,99.43,5.12
2024,7,4,14,6.91,231.7,20.66,99.4,5.15
2024,7,4,15,7.12,231.6,20.38,99.36,5.31
2024,7,4,16,6.91,231.4,19.98,99.35,5.15
2024,7,4,17,6.39,230.2,19.04,99.36,4.77
2024,7,4,18,6.9,232.0,17.41,99.38,5.15
2024,7,4,19,7.44,238.5,16.26,99.44,5.55
2024,7,4,20,7.48,251.6,15.7,99.48,5.58
2024,7,4,21,7.7,269.7,15.06,99.53,5.74
2024,7,4,22,7.73,283.2,14.27,99.6,5.77
2024,7,4,23,7.35,289.6,13.27,99.7,5.48
2024,7,5,0,6.82,290.3,12.08,99.78,5.09
2024,7,5,1,6.49,287.0,10.97,99.84,4.84
2024,7,5,2,5.85,274.7,10.04,99.9,4.36
2024,7,5,3,5.3,257.8,10.83,99.95,3.95
2024,7,5,4,4.52,239.7,12.01,99.99,3.37
2024,7,5,5,4.77,225.1,13.98,99.99,3.56
2024,7,5,6,6.02,223.2,16.56,99.99,4.49
2024,7,5,7,7.22,225.2,18.43,99.97,5.39
2024,7,5,8,8.11,228.1,19.55,99.95,6.05
2024,7,5,9,8.46,229.7,20.1,99.94,6.31
2024,7,5,10,8.49,230.8,20.31,99.93,6.33
2024,7,5,11,8.46,231.3,20.84,99.91,6.31
2024,7,5,12,8.27,231.2,21.24,99.89,6.17
2024,7,5,13,8.03,231.8,21.14,99.87,5.99
2024,7,5,14,7.7,233.7,20.93,99.86,5.74
2024,7,5,15,7.45,237.3,20.95,99.84,5.56
2024,7,5,16,6.62,242.4,20.63,99.83,4.94
2024,7,5,17,5.64,246.2,19.73,99.83,4.21
2024,7,5,18,5.99,251.2,17.18,99.85,4.47
2024,7,5,19,6.32,256.4,15.17,99.89,4.71
2024,7,5,20,6.33,258.2,14.32,99.92,4.72
2024,7,5,21,5.99,254.8,13.64,99.94,4.47
2024,7,5,22,5.35,246.3,13.3,99.95,3.99
2024,7,5,23,5.23,232.4,12.95,99.94,3.9
2024,7,6,0,5.53,220.5,12.45,99.94,4.12
2024,7,6,1,5.97,212.4,12.15,99.93,4.45
2024,7,6,2,6.45,206.3,12.03,99.94,4.81
2024,7,6,3,6.59,201.0,13.48,99.95,4.92
2024,7,6,4,5.46,192.9,15.67,99.96,4.07
2024,7,6,5,4.66,179.9,17.58,99.96,3.48
2024,7,6,6,6.19,186.2,20.47,99.95,4.62
2024,7,6,7,6.56,187.6,22.27,99.92,4.89
2024,7,6,8,6.93,187.4,23.88,99.87,5.17
2024,7,6,9,7.26,184.6,25.37,99.81,5.41
2024,7,6,10,7.66,181.1,26.65,99.72,5.71
2024,7,6,11,8.16,178.2,27.74,99.63,6.09
2024,7,6,12,8.62,175.7,28.58,99.54,6.43
2024,7,6,13,8.98,175.0,29.21,99.45,6.7
2024,7,6,14,9.33,175.3,29.37,99.36,6.96
2024,7,6,15,9.24,173.7,28.92,99.27,6.89
2024,7,6,16,9.47,172.7,27.68,99.23,7.06
2024,7,6,17,9.64,174.6,26.05,99.22,7.19
2024,7,6,18,9.68,174.4,24.41,99.22,7.22
2024,7,6,19,9.83,173.9,23.48,99.22,7.33
2024,7,6,20,9.06,178.1,22.43,99.21,6.76
2024,7,6,21,8.14,194.0,21.36,99.24,6.07
2024,7,6,22,6.76,222.0,20.45,99.3,5.04
2024,7,6,23,7.28,258.2,19.7,99.38,5.43
2024,7,7,0,7.82,281.0,19.07,99.47,5.83
2024,7,7,1,8.37,293.8,18.51,99.54,6.24
2024,7,7,2,8.81,304.2,17.59,99.63,6.57
2024,7,7,3,8.05,305.1,16.9,99.74,6.0
2024,7,7,4,6.43,299.6,16.96,99.85,4.8
2024,7,7,5,6.45,300.1,17.93,99.94,4.81
2024,7,7,6,6.26,295.5,18.9,100.02,4.67
2024,7,7,7,5.99,283.1,19.58,100.1,4.47
2024,7,7,8,6.05,273.4,19.8,100.17,4.51
2024,7,7,9,5.88,267.0,19.9,100.24,4.39
2024,7,7,10,5.53,259.8,20.82,100.27,4.12
2024,7,7,11,5.38,252.6,21.67,100.29,4.01
2024,7,7,12,5.1,247.2,22.36,100.31,3.8
2024,7,7,13,4.64,244.0,22.7,100.31,3.46
2024,7,7,14,4.14,241.8,22.71,100.31,3.09
2024,7,7,15,3.68,241.1,22.48,100.32,2.74
2024,7,7,16,3.0,240.0,21.73,100.34,2.24
2024,7,7,17,2.08,228.1,20.48,100.36,1.55
2024,7,7,18,1.78,192.3,19.34,100.38,1.33
2024,7,7,19,2.73,177.3,18.47,100.42,2.04
2024,7,7,20,3.77,178.5,17.34,100.46,2.81
2024,7,7,21,4.34,179.3,16.24,100.47,3.24
2024,7,7,22,4.94,184.3,15.3,100.48,3.68
2024,7,7,23,5.41,195.6,14.89,100.51,4.04
2024,7,8,0,5.21,200.1,15.08,100.51,3.89
2024,7,8,1,4.9,201.3,15.17,100.5,3.65
2024,7,8,2,4.8,202.7,14.91,100.52,3.58
2024,7,8,3,4.44,203.5,15.54,100.56,3.31
2024,7,8,4,3.39,199.7,16.33,100.6,2.53
2024,7,8,5,3.07,200.6,17.48,100.62,2.29
2024,7,8,6,2.84,201.1,18.85,100.66,2.12
2024,7,8,7,2.55,198.1,20.27,100.68,1.9
2024,7,8,8,2.63,202.6,22.04,100.7,1.96
2024,7,8,9,2.76,210.5,23.53,100.69,2.06
2024,7,8,10,3.06,220.9,23.97,100.69,2.28
2024,7,8,11,3.15,232.6,24.73,100.67,2.35
2024,7,8,12,2.89,243.5,25.0,100.66,2.16
2024,7,8,13,2.39,250.4,25.23,100.63,1.78
2024,7,8,14,2.01,252.0,25.39,100.63,1.5
2024,7,8,15,1.7,247.9,25.29,100.63,1.27
2024,7,8,16,1.19,243.6,25.04,100.64,0.89
2024,7,8,17,0.59,224.3,24.42,100.66,0.44
2024,7,8,18,0.66,85.7,23.38,100.7,0.49
2024,7,8,19,1.99,83.7,21.75,100.75,1.48
2024,7,8,20,3.15,94.9,20.34,100.8,2.35
2024,7,8,21,3.98,107.3,19.06,100.82,2.97
2024,7,8,22,4.48,117.7,18.03,100.85,3.34
2024,7,8,23,4.69,125.9,17.31,100.86,3.5
2024,7,9,0,4.69,131.2,16.78,100.86,3.5
2024,7,9,1,4.7,133.6,16.45,100.87,3.51
2024,7,9,2,4.82,135.0,16.14,100.88,3.6
2024,7,9,3,5.04,136.2,17.26,100.89,3.76
2024,7,9,4,4.32,135.5,19.24,100.93,3.22
2024,7,9,5,3.74,130.9,21.15,100.97,2.79
2024,7,9,6,4.58,130.2,23.69,101.0,3.42
2024,7,9,7,4.87,123.5,24.97,101.01,3.63
2024,7,9,8,5.17,118.4,25.81,101.0,3.86
2024,7,9,9,5.3,115.9,26.59,100.99,3.95
2024,7,9,10,5.36,115.3,27.36,100.94,4.0
2024,7,9,11,5.32,115.7,28.03,100.89,3.97
2024,7,9,12,5.17,116.8,28.52,100.83,3.86
2024,7,9,13,5.1,117.8,28.74,100.78,3.8
2024,7,9,14,5.22,118.1,28.83,100.73,3.89
2024,7,9,15,5.27,116.5,28.51,100.69,3.93
2024,7,9,16,5.32,111.2,27.76,100.69,3.97
2024,7,9,17,5.72,102.3,26.42,100.68,4.27
2024,7,9,18,7.03,97.9,24.46,100.68,5.24
2024,7,9,19,8.14,98.7,23.31,100.69,6.07
2024,7,9,20,8.46,102.4,22.83,100.69,6.31
2024,7,9,21,8.43,109.9,22.31,100.69,6.29
2024,7,9,22,8.3,117.6,21.81,100.68,6.19
2024,7,9,23,8.19,123.7,21.41,100.66,6.11
2024,7,10,0,8.15,128.1,21.15,100.64,6.08
2024,7,10,1,8.11,131.9,20.92,100.61,6.05
2024,7,10,2,8.03,135.1,20.7,100.6,5.99
2024,7,10,3,7.47,138.1,21.12,100.6,5.57
2024,7,10,4,6.52,137.2,22.03,100.6,4.86
2024,7,10,5,6.27,133.8,23.83,100.58,4.68
2024,7,10,6,7.18,135.5,26.09,100.55,5.36
2024,7,10,7,8.01,137.8,27.65,100.52,5.97
2024,7,10,8,8.32,139.0,28.74,100.48,6.21
2024,7,10,9,8.38,141.8,29.93,100.44,6.25
2024,7,10,10,8.11,145.8,31.01,100.39,6.05
2024,7,10,11,7.49,149.0,31.31,100.35,5.59
2024,7,10,12,6.71,151.4,30.83,100.3,5.0
2024,7,10,13,5.92,154.3,30.69,100.26,4.42
2024,7,10,14,5.37,160.1,30.41,100.22,4.01
2024,7,10,15,4.89,169.3,29.93,100.21,3.65
2024,7,10,16,4.08,181.3,28.5,100.21,3.04
2024,7,10,17,3.62,200.2,26.93,100.23,2.7
2024,7,10,18,3.88,221.9,25.35,100.26,2.89
2024,7,10,19,4.59,237.7,23.86,100.31,3.42
2024,7,10,20,3.88,254.1,22.59,100.36,2.89
2024,7,10,21,1.29,283.9,22.12,100.3,0.96
2024,7,10,22,1.04,196.2,21.37,100.29,0.78
2024,7,10,23,2.21,206.6,20.87,100.31,1.65
2024,7,11,0,1.69,214.6,20.7,100.31,1.26
2024,7,11,1,1.31,215.4,20.69,100.3,0.98
2024,7,11,2,1.72,201.8,20.69,100.31,1.28
2024,7,11,3,2.77,206.8,20.76,100.35,2.07
2024,7,11,4,3.2,220.8,21.23,100.37,2.39
2024,7,11,5,2.64,220.1,21.47,100.36,1.97
2024,7,11,6,2.32,210.0,21.76,100.36,1.73
2024,7,11,7,2.75,216.4,22.2,100.37,2.05
2024,7,11,8,2.93,226.1,22.97,100.38,2.19
2024,7,11,9,3.31,229.9,24.28,100.39,2.47
2024,7,11,10,3.44,234.1,26.0,100.39,2.57
2024,7,11,11,3.53,236.7,26.99,100.38,2.63
2024,7,11,12,3.59,235.9,27.26,100.37,2.68
2024,7,11,13,3.74,233.8,26.88,100.37,2.79
2024,7,11,14,3.79,233.4,26.07,100.37,2.83
2024,7,11,15,3.62,236.3,25.58,100.38,2.7
2024,7,11,16,3.39,244.1,25.11,100.37,2.53
2024,7,11,17,3.22,255.1,24.37,100.38,2.4
2024,7,11,18,3.17,272.9,22.81,100.4,2.36
2024,7,11,19,3.29,294.6,21.46,100.42,2.45
2024,7,11,20,3.66,315.8,20.66,100.44,2.73
2024,7,11,21,3.94,332.9,19.92,100.45,2.94
2024,7,11,22,4.03,348.7,19.24,100.46,3.01
2024,7,11,23,4.11,6.0,18.64,100.45,3.07
2024,7,12,0,4.34,22.9,18.18,100.42,3.24
2024,7,12,1,4.59,36.7,17.82,100.41,3.42
2024,7,12,2,4.34,52.9,17.57,100.42,3.24
2024,7,12,3,3.98,67.2,18.54,100.45,2.97
2024,7,12,4,3.32,72.7,19.57,100.44,2.48
2024,7,12,5,3.07,76.8,20.66,100.43,2.29
2024,7,12,6,3.32,82.9,21.8,100.41,2.48
2024,7,12,7,3.57,90.5,22.6,100.39,2.66
2024,7,12,8,3.98,100.1,23.32,100.38,2.97
2024,7,12,9,4.63,106.2,24.51,100.33,3.45
2024,7,12,10,5.06,110.9,25.39,100.27,3.77
2024,7,12,11,5.29,115.4,25.47,100.23,3.95
2024,7,12,12,5.56,113.5,25.28,100.16,4.15
2024,7,12,13,5.63,107.8,24.92,100.08,4.2
2024,7,12,14,5.24,99.7,24.27,100.0,3.91
2024,7,12,15,4.98,84.9,23.56,99.95,3.71
2024,7,12,16,6.31,66.6,22.8,99.88,4.71
2024,7,12,17,8.36,58.0,22.14,99.78,6.24
2024,7,12,18,8.92,50.6,21.58,99.65,6.65
2024,7,12,19,7.76,46.7,21.26,99.51,5.79
2024,7,12,20,5.31,51.8,21.06,99.41,3.96
2024,7,12,21,3.06,78.7,20.92,99.36,2.28
2024,7,12,22,3.05,140.1,20.66,99.32,2.27
2024,7,12,23,5.69,190.5,20.39,99.36,4.24
2024,7,13,0,6.11,218.4,19.98,99.34,4.56
2024,7,13,1,5.86,226.5,19.35,99.34,4.37
2024,7,13,2,6.57,235.5,18.92,99.38,4.9
2024,7,13,3,7.18,247.2,18.87,99.43,5.36
2024,7,13,4,6.86,251.4,19.21,99.46,5.12
2024,7,13,5,7.46,252.2,19.8,99.48,5.56
2024,7,13,6,8.15,254.3,20.93,99.52,6.08
2024,7,13,7,9.68,258.4,22.17,99.58,7.22
2024,7,13,8,10.88,261.5,22.54,99.66,8.11
2024,7,13,9,10.57,261.5,22.28,99.75,7.88
2024,7,13,10,9.8,258.1,22.49,99.8,7.31
2024,7,13,11,9.49,254.4,22.82,99.85,7.08
2024,7,13,12,9.19,253.4,23.07,99.9,6.85
2024,7,13,13,8.69,253.7,23.03,99.94,6.48
2024,7,13,14,8.21,253.9,22.82,99.99,6.12
2024,7,13,15,7.75,254.0,22.48,100.03,5.78
2024,7,13,16,6.98,255.3,21.84,100.05,5.21
2024,7,13,17,5.48,258.0,20.86,100.08,4.09
2024,7,13,18,3.93,263.0,19.04,100.09,2.93
2024,7,13,19,2.51,269.5,18.31,100.1,1.87
2024,7,13,20,2.01,242.8,17.96,100.16,1.5
2024,7,13,21,1.89,231.4,17.59,100.18,1.41
2024,7,13,22,1.26,204.9,17.94,100.18,0.94
2024,7,13,23,1.72,175.7,17.49,100.18,1.28
2024,7,14,0,3.22,172.7,16.5,100.2,2.4
2024,7,14,1,4.85,173.4,15.91,100.23,3.62
2024,7,14,2,6.39,171.6,15.71,100.24,4.77
2024,7,14,3,6.43,170.8,15.79,100.27,4.8
2024,7,14,4,5.43,171.7,16.41,100.29,4.05
2024,7,14,5,5.24,176.6,17.77,100.32,3.91
2024,7,14,6,5.15,180.7,19.34,100.33,3.84
2024,7,14,7,4.75,180.6,20.8,100.33,3.54
2024,7,14,8,4.55,180.6,21.96,100.32,3.39
2024,7,14,9,4.35,180.7,22.97,100.3,3.24
2024,7,14,10,4.1,181.0,23.85,100.29,3.06
2024,7,14,11,3.9,182.5,24.48,100.28,2.91
2024,7,14,12,3.81,183.8,24.75,100.28,2.84
2024,7,14,13,3.83,178.2,24.74,100.26,2.86
2024,7,14,14,3.81,171.3,24.68,100.25,2.84
2024,7,14,15,3.84,167.2,24.45,100.25,2.86
2024,7,14,16,3.95,165.5,23.78,100.25,2.95
2024,7,14,17,3.99,161.6,22.6,100.26,2.98
2024,7,14,18,4.44,150.4,20.54,100.26,3.31
2024,7,14,19,5.49,140.6,19.5,100.24,4.09
2024,7,14,20,6.42,138.4,19.19,100.22,4.79
2024,7,14,21,6.76,138.7,18.84,100.24,5.04
2024,7,14,22,6.82,141.4,18.52,100.25,5.09
2024,7,14,23,6.59,145.5,18.09,100.27,4.92
2024,7,15,0,6.36,151.0,17.45,100.28,4.74
2024,7,15,1,6.0,157.2,16.94,100.29,4.48
2024,7,15,2,5.61,164.6,16.5,100.3,4.18
2024,7,15,3,5.16,170.3,17.07,100.3,3.85
2024,7,15,4,3.97,173.2,18.23,100.31,2.96
2024,7,15,5,3.2,176.2,19.87,100.31,2.39
2024,7,15,6,3.25,179.3,22.27,100.3,2.42
2024,7,15,7,3.13,176.9,23.88,100.29,2.33
2024,7,15,8,3.28,182.3,25.15,100.28,2.45
